ID_FORMATION,id_formateur,Telephone,adresse,LIENS
516,1009,05 45 21 79 51,en ligne,https://www.coursera.org/learn/project-risk-management-fr
516,997,07 53 63 99 58,en ligne,https://www.coursera.org/learn/belles-histoires-d-entreprises-a-impact
516,1021,02 18 08 38 22,en ligne,https://www.coursera.org/specializations/gestion-proyectos
516,1003,01 86 12 21 17,en ligne,https://www.coursera.org/learn/real-estate-property-management
516,1002,03 49 71 35 80,en ligne,https://www.coursera.org/professional-certificates/gestion-de-projet-google
528,1050,02 88 61 28 66,en ligne,https://www.coursera.org/learn/legaltech
528,1043,01 03 94 39 86,en ligne,https://www.coursera.org/learn/ai-for-everyone-fr
528,997,01 61 16 78 26,en ligne,https://www.coursera.org/learn/raison-etre-et-entreprise-a-mission
528,997,02 14 57 93 46,en ligne,https://www.coursera.org/learn/originalite-et-modernite-du-mutualisme
528,1014,01 12 55 73 93,en ligne,https://www.coursera.org/learn/entreprendre-culture
528,997,01 99 02 47 65,en ligne,https://www.coursera.org/learn/innovation-publique-pensee-design
528,1090,07 36 33 59 81,en ligne,https://www.coursera.org/learn/ai-ethics
528,997,06 26 85 99 17,en ligne,https://www.coursera.org/learn/innovation-manageriale
528,1018,01 78 23 91 92,en ligne,https://www.coursera.org/learn/google-cloud-product-fundamentals-fr
528,997,01 90 53 46 03,en ligne,https://www.coursera.org/learn/diversite-inclusion-travail
528,1091,01 12 95 87 43,en ligne,https://www.coursera.org/specializations/artificial-intelligence-overview
528,1027,03 93 02 18 87,en ligne,https://www.coursera.org/specializations/ai-for-business-wharton
538,1013,05 26 61 75 44,en ligne,https://www.coursera.org/learn/droit-international-eau-douce
538,1013,01 07 77 54 88,en ligne,https://www.coursera.org/learn/droits-de-lhomme
538,1059,06 49 34 97 22,en ligne,https://www.coursera.org/specializations/medical-billing-coding-fundamentals
538,1013,04 76 36 03 41,en ligne,https://www.coursera.org/learn/contrats
538,1013,03 15 39 06 23,en ligne,https://www.coursera.org/learn/gestion-eau
538,999,05 18 09 96 79,en ligne,https://www.coursera.org/learn/negociacion
538,1027,04 39 84 44 05,en ligne,https://www.coursera.org/learn/american-law
538,1028,05 65 14 56 67,en ligne,https://www.coursera.org/learn/auditing-part1-conceptual-foundations
538,1058,06 15 82 22 60,en ligne,https://www.coursera.org/learn/international-criminal-law
538,1047,04 15 29 84 29,en ligne,https://www.coursera.org/learn/statutory-and-taxation
538,999,02 16 23 54 29,en ligne,https://www.coursera.org/learn/negociacao
538,1049,04 36 32 76 68,en ligne,https://www.coursera.org/learn/bookkeeping-basics
547,1013,01 83 53 00 75,en ligne,https://www.coursera.org/learn/droits-de-lhomme
547,1013,01 66 88 95 11,en ligne,https://www.coursera.org/learn/droit-international-eau-douce
547,997,02 99 42 19 78,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
547,997,06 43 53 23 70,en ligne,https://www.coursera.org/learn/originalite-et-modernite-du-mutualisme
547,997,01 49 30 79 67,en ligne,https://www.coursera.org/learn/reussir-le-changement
547,1013,06 77 31 13 98,en ligne,https://www.coursera.org/learn/genre
547,1014,05 58 14 33 97,en ligne,https://www.coursera.org/learn/entreprendre-culture
547,1009,03 05 43 17 99,en ligne,https://www.coursera.org/learn/project-planning-fr
547,997,02 06 50 30 82,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
547,1014,06 79 95 16 69,en ligne,https://www.coursera.org/learn/migrations-internationales
547,997,07 76 53 36 50,en ligne,https://www.coursera.org/learn/diversite-inclusion-travail
547,997,06 26 62 58 55,en ligne,https://www.coursera.org/learn/monde-action
557,1013,07 08 28 33 93,en ligne,https://www.coursera.org/learn/droits-de-lhomme
557,997,01 33 92 15 37,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
557,1051,05 20 03 34 79,en ligne,https://www.coursera.org/learn/anticorrupcion-introduccion
557,997,02 61 74 80 98,en ligne,https://www.coursera.org/learn/evaluation-mesure-impact-social
557,1013,03 63 53 39 07,en ligne,https://www.coursera.org/learn/troubles-spectre-autisme-diagnostic
557,997,07 60 66 46 28,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
557,1012,05 05 41 91 40,en ligne,https://www.coursera.org/learn/bienestar-equidad-derechos-humanos
557,1083,03 03 42 51 59,en ligne,https://www.coursera.org/learn/formation-covid-19-pour-personnels-de-sante
557,1013,07 11 10 19 01,en ligne,https://www.coursera.org/learn/genre
557,1002,02 83 28 73 90,en ligne,https://www.coursera.org/professional-certificates/ciberseguridad-de-google
557,1009,03 64 11 96 26,en ligne,https://www.coursera.org/learn/project-planning-fr
557,997,01 69 15 98 77,en ligne,https://www.coursera.org/learn/philanthropie
566,999,01 54 91 22 48,en ligne,https://www.coursera.org/learn/using-public-policy-for-social-change
566,1013,03 76 50 34 97,en ligne,https://www.coursera.org/learn/droits-de-lhomme
566,1004,03 15 80 56 60,en ligne,https://www.coursera.org/learn/hablar-bien-en-publico
566,997,01 95 62 19 39,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
566,1072,06 62 72 50 36,en ligne,https://www.coursera.org/learn/social-innovation
566,1013,05 37 96 40 96,en ligne,https://www.coursera.org/learn/genre
566,1013,05 56 23 04 48,en ligne,https://www.coursera.org/learn/ethique
566,997,06 81 27 87 52,en ligne,https://www.coursera.org/learn/evaluation-mesure-impact-social
566,1012,05 34 32 53 09,en ligne,https://www.coursera.org/learn/bienestar-equidad-derechos-humanos
566,1004,06 67 67 52 61,en ligne,https://www.coursera.org/learn/democracia
566,1000,01 58 79 44 00,en ligne,https://www.coursera.org/learn/sustentabilidad-economias-sociales
566,1089,02 93 35 94 71,en ligne,https://www.coursera.org/specializations/social-entrepreneurship-cbs
579,1083,04 32 29 90 37,en ligne,https://www.coursera.org/learn/formation-covid-19-pour-personnels-de-sante
579,1013,07 16 24 73 53,en ligne,https://www.coursera.org/learn/gestion-eau
579,1006,04 86 15 94 82,en ligne,https://www.coursera.org/learn/private-equity-fr
579,997,02 33 47 84 68,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
579,997,06 49 87 52 40,en ligne,https://www.coursera.org/learn/reussir-le-changement
579,997,06 00 31 89 05,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
579,997,07 86 51 18 40,en ligne,https://www.coursera.org/learn/belles-histoires-d-entreprises-a-impact
579,1015,04 83 45 80 29,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
579,1009,06 47 67 81 01,en ligne,https://www.coursera.org/learn/project-planning-fr
579,997,06 44 25 70 25,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
579,1009,04 38 06 17 50,en ligne,https://www.coursera.org/learn/project-management-basics-fr
579,997,05 91 30 67 04,en ligne,https://www.coursera.org/learn/entreprise-changement-climatique
591,1013,01 24 20 49 47,en ligne,https://www.coursera.org/learn/droits-de-lhomme
591,1083,03 93 09 49 80,en ligne,https://www.coursera.org/learn/formation-covid-19-pour-personnels-de-sante
591,1013,01 43 66 75 44,en ligne,https://www.coursera.org/learn/gestion-eau
591,1009,04 92 48 54 37,en ligne,https://www.coursera.org/learn/project-planning-fr
591,997,04 41 73 69 26,en ligne,https://www.coursera.org/learn/reussir-le-changement
591,1006,05 83 28 29 90,en ligne,https://www.coursera.org/learn/private-equity-fr
591,997,01 84 41 06 30,en ligne,https://www.coursera.org/learn/evaluation-mesure-impact-social
591,997,06 68 72 79 00,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
591,997,05 94 31 94 64,en ligne,https://www.coursera.org/learn/entreprise-changement-climatique
591,997,02 22 50 83 03,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
591,997,03 17 55 20 36,en ligne,https://www.coursera.org/learn/belles-histoires-d-entreprises-a-impact
591,997,04 92 37 65 65,en ligne,https://www.coursera.org/learn/partenariats-qui-changent-le-monde
602,1083,07 45 88 82 27,en ligne,https://www.coursera.org/learn/formation-covid-19-pour-personnels-de-sante
602,1013,04 70 49 12 51,en ligne,https://www.coursera.org/learn/gestion-eau
602,1006,02 59 02 10 59,en ligne,https://www.coursera.org/learn/private-equity-fr
602,997,07 22 30 03 94,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
602,997,03 39 63 69 83,en ligne,https://www.coursera.org/learn/reussir-le-changement
602,997,02 31 03 59 14,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
602,997,01 58 97 32 64,en ligne,https://www.coursera.org/learn/belles-histoires-d-entreprises-a-impact
602,1015,07 69 35 95 30,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
602,1009,04 77 63 79 15,en ligne,https://www.coursera.org/learn/project-planning-fr
602,997,02 10 62 57 52,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
602,1009,04 08 74 72 54,en ligne,https://www.coursera.org/learn/project-management-basics-fr
602,997,02 63 84 98 08,en ligne,https://www.coursera.org/learn/entreprise-changement-climatique
612,1013,02 27 95 47 45,en ligne,https://www.coursera.org/learn/enfant-developpement
612,1009,07 22 96 94 72,en ligne,https://www.coursera.org/learn/project-management-basics-fr
612,1012,04 62 17 08 46,en ligne,https://www.coursera.org/learn/bienestar-equidad-derechos-humanos
612,1002,04 48 52 96 09,en ligne,https://www.coursera.org/professional-certificates/ciberseguridad-de-google
612,1012,07 74 64 11 01,en ligne,https://www.coursera.org/learn/interculturalidad
612,1062,03 33 92 25 32,en ligne,https://www.coursera.org/learn/interpersonal-skills
612,997,04 42 35 02 08,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
612,1015,05 29 53 44 93,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
612,997,05 89 04 18 08,en ligne,https://www.coursera.org/learn/reussir-le-changement
612,997,02 25 83 70 83,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
612,997,04 52 01 86 03,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
612,1002,03 03 77 98 61,en ligne,https://www.coursera.org/professional-certificates/gestion-de-projet-google
620,1013,02 56 93 47 68,en ligne,https://www.coursera.org/learn/enfant-developpement
620,997,01 32 24 10 00,en ligne,https://www.coursera.org/learn/reussir-le-changement
620,1015,02 14 19 78 13,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
620,1062,05 85 85 19 29,en ligne,https://www.coursera.org/learn/interpersonal-skills
620,1043,07 64 00 06 13,en ligne,https://www.coursera.org/learn/ai-for-everyone-fr
620,999,02 55 95 73 29,en ligne,https://www.coursera.org/learn/motivate-people-teams
620,1013,02 35 52 69 01,en ligne,https://www.coursera.org/learn/tdah
620,1062,05 17 49 44 31,en ligne,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success
620,1092,04 68 43 43 54,en ligne,https://www.coursera.org/learn/mindshift
620,1013,03 03 91 20 97,en ligne,https://www.coursera.org/learn/cognition-sociale
620,1030,07 75 93 02 51,en ligne,https://www.coursera.org/learn/human-needs
620,1057,03 42 27 46 36,en ligne,https://www.coursera.org/learn/mindfulness
628,1065,03 73 17 80 29,en ligne,https://www.coursera.org/learn/managing-emotions-uncertainty-stress
628,1009,04 32 97 21 61,en ligne,https://www.coursera.org/learn/project-management-basics-fr
628,997,04 22 38 71 84,en ligne,https://www.coursera.org/learn/reussir-le-changement
628,1009,02 25 20 06 87,en ligne,https://www.coursera.org/learn/project-risk-management-fr
628,1005,05 28 52 36 55,en ligne,https://www.coursera.org/learn/tools-and-techniques-for-managing-stress
628,1013,04 68 93 75 85,en ligne,https://www.coursera.org/learn/enfant-developpement
628,1015,06 33 29 08 35,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
628,1093,04 47 29 82 07,en ligne,https://www.coursera.org/learn/an-approach-to-stress-reduction
628,1002,05 45 27 55 33,en ligne,https://www.coursera.org/learn/execution-du-projet-executer-le-projet
628,1010,04 91 41 00 48,en ligne,https://www.coursera.org/projects/assimilating-into-your-new-job
628,1009,01 52 26 24 05,en ligne,https://www.coursera.org/learn/project-planning-fr
628,1094,04 26 92 49 78,en ligne,https://www.coursera.org/learn/managingstressandtime
635,1013,05 20 30 73 68,en ligne,https://www.coursera.org/learn/enfant-developpement
635,1065,05 11 04 56 19,en ligne,https://www.coursera.org/learn/managing-emotions-uncertainty-stress
635,1009,03 89 88 01 39,en ligne,https://www.coursera.org/learn/project-management-basics-fr
635,1015,04 15 61 60 64,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
635,1009,07 01 55 83 85,en ligne,https://www.coursera.org/learn/project-risk-management-fr
635,997,01 84 36 73 81,en ligne,https://www.coursera.org/learn/reussir-le-changement
635,1009,07 03 97 02 99,en ligne,https://www.coursera.org/learn/project-planning-fr
635,1004,04 79 77 10 89,en ligne,https://www.coursera.org/learn/pap
635,1013,05 97 34 32 40,en ligne,https://www.coursera.org/learn/mentaliser
635,1043,05 18 03 79 74,en ligne,https://www.coursera.org/learn/ai-for-everyone-fr
635,1062,01 52 02 27 58,en ligne,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success
635,997,06 79 38 78 33,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
643,997,04 23 43 28 07,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
643,997,07 78 67 29 97,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
643,1015,05 13 35 73 57,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
643,1009,02 90 94 25 56,en ligne,https://www.coursera.org/learn/work-smarter-not-harder
643,1043,07 68 82 91 28,en ligne,https://www.coursera.org/learn/ai-for-everyone-fr
643,1023,07 45 50 89 73,en ligne,https://www.coursera.org/learn/feedback-fr
643,997,04 58 00 15 77,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
643,1004,01 25 34 81 18,en ligne,https://www.coursera.org/learn/competencias-digitales-herramientas-basicas
643,997,02 57 23 85 42,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
643,1009,02 58 52 64 80,en ligne,https://www.coursera.org/learn/project-management-basics-fr
643,997,01 91 08 59 86,en ligne,https://www.coursera.org/learn/reussir-le-changement
643,999,03 13 76 16 02,en ligne,https://www.coursera.org/learn/negotiation-skills-fr
653,997,07 72 88 91 73,en ligne,https://www.coursera.org/learn/reussir-le-changement
653,1015,04 84 12 78 26,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
653,1062,05 66 85 66 39,en ligne,https://www.coursera.org/learn/interpersonal-skills
653,1009,02 63 20 58 82,en ligne,https://www.coursera.org/learn/project-management-basics-fr
653,1062,04 65 51 41 47,en ligne,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success
653,1062,06 91 51 39 30,en ligne,https://www.coursera.org/learn/collaborate-effectively
653,1010,01 48 82 65 27,en ligne,https://www.coursera.org/projects/assimilating-into-your-new-job
653,997,03 21 89 13 36,en ligne,https://www.coursera.org/learn/managers-changement
653,997,02 89 58 90 53,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
653,997,01 70 72 35 18,en ligne,https://www.coursera.org/learn/innovation-publique-pensee-design
653,1002,03 01 67 35 31,en ligne,https://www.coursera.org/professional-certificates/gestion-de-projet-google
653,1009,01 39 98 18 66,en ligne,https://www.coursera.org/learn/project-risk-management-fr
663,997,04 62 92 89 88,en ligne,https://www.coursera.org/learn/mieux-comprendre-ess
663,1062,03 16 67 97 02,en ligne,https://www.coursera.org/learn/interpersonal-skills
663,1024,02 57 11 35 26,en ligne,https://www.coursera.org/specializations/improve-english
663,1009,04 18 47 58 01,en ligne,https://www.coursera.org/learn/project-management-basics-fr
663,1030,02 33 19 96 01,en ligne,https://www.coursera.org/learn/human-needs
663,1062,05 44 50 42 63,en ligne,https://www.coursera.org/learn/collaborate-effectively
663,997,07 18 06 04 18,en ligne,https://www.coursera.org/specializations/negotiation-mediation-conflict-resolution
663,1015,03 04 84 06 46,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
663,1005,06 52 68 10 25,en ligne,https://www.coursera.org/learn/relationship-management-and-business-development
663,1027,07 62 30 23 23,en ligne,https://www.coursera.org/learn/wharton-communication-skills
663,1030,04 04 77 03 64,en ligne,https://www.coursera.org/learn/communication-strategies-virtual-age
663,1009,02 29 55 30 26,en ligne,https://www.coursera.org/learn/communication-in-the-workplace
673,1013,06 38 71 59 41,en ligne,https://www.coursera.org/learn/enfant-developpement
673,997,01 32 42 89 67,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
673,1009,02 82 11 95 58,en ligne,https://www.coursera.org/learn/project-management-basics-fr
673,1015,03 18 58 55 64,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
673,1062,06 34 93 64 69,en ligne,https://www.coursera.org/learn/interpersonal-skills
673,997,07 29 09 66 75,en ligne,https://www.coursera.org/learn/partenariats-qui-changent-le-monde
673,997,06 24 57 54 81,en ligne,https://www.coursera.org/learn/originalite-et-modernite-du-mutualisme
673,1043,04 08 12 47 38,en ligne,https://www.coursera.org/learn/ai-for-everyone-fr
673,1009,05 70 47 45 37,en ligne,https://www.coursera.org/learn/project-risk-management-fr
673,1013,07 79 94 68 07,en ligne,https://www.coursera.org/learn/cognition-sociale
673,997,06 37 02 41 29,en ligne,https://www.coursera.org/learn/mieux-comprendre-ess
673,1009,02 82 68 18 17,en ligne,https://www.coursera.org/learn/trabaja-inteligentemente
679,997,06 48 95 59 52,en ligne,https://www.coursera.org/learn/reussir-le-changement
679,1009,03 86 75 76 42,en ligne,https://www.coursera.org/learn/project-management-basics-fr
679,997,07 63 57 68 01,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
679,1009,01 32 78 09 95,en ligne,https://www.coursera.org/learn/project-planning-fr
679,1015,06 74 38 15 58,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
679,997,01 79 19 96 74,en ligne,https://www.coursera.org/learn/originalite-et-modernite-du-mutualisme
679,997,06 53 26 57 79,en ligne,https://www.coursera.org/learn/innovation-publique-pensee-design
679,1013,07 38 12 34 04,en ligne,https://www.coursera.org/learn/ethique
679,1009,04 44 88 41 11,en ligne,https://www.coursera.org/learn/project-risk-management-fr
679,1013,02 88 74 01 73,en ligne,https://www.coursera.org/learn/droit-international-eau-douce
679,997,02 00 49 78 05,en ligne,https://www.coursera.org/learn/impactinvestinginnover
679,1013,06 41 83 86 54,en ligne,https://www.coursera.org/learn/esprit-critique
688,1004,04 32 48 76 66,en ligne,https://www.coursera.org/learn/hablar-bien-en-publico
688,1002,04 23 45 11 05,en ligne,https://www.coursera.org/professional-certificates/gestion-de-projet-google
688,1015,04 60 12 63 14,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
688,1009,05 21 08 59 49,en ligne,https://www.coursera.org/learn/project-management-basics-fr
688,997,02 74 97 43 05,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
688,1010,05 49 10 91 41,en ligne,https://www.coursera.org/projects/assimilating-into-your-new-job
688,1062,03 87 25 77 00,en ligne,https://www.coursera.org/learn/interpersonal-skills
688,1062,01 29 43 55 23,en ligne,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success
688,997,04 64 24 89 79,en ligne,https://www.coursera.org/learn/diversite-inclusion-travail
688,1023,04 58 95 71 67,en ligne,https://www.coursera.org/learn/feedback-fr
688,997,05 35 13 91 36,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
688,1062,05 23 84 67 34,en ligne,https://www.coursera.org/learn/collaborate-effectively
694,1015,04 51 14 99 74,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
694,1013,01 70 80 99 73,en ligne,https://www.coursera.org/learn/enfant-developpement
694,1009,03 27 13 47 53,en ligne,https://www.coursera.org/learn/project-management-basics-fr
694,997,02 48 53 83 24,en ligne,https://www.coursera.org/learn/animer-seance-collaborative
694,1009,01 84 61 21 42,en ligne,https://www.coursera.org/learn/work-smarter-not-harder
694,997,01 44 45 39 84,en ligne,https://www.coursera.org/learn/entrepreneuriatquichangelemonde
694,997,01 28 90 63 96,en ligne,https://www.coursera.org/learn/reussir-le-changement
694,1040,06 28 17 85 19,en ligne,https://www.coursera.org/learn/english-common-interactions-workplace-basic-level
694,1035,01 61 65 78 19,en ligne,https://www.coursera.org/learn/people-management
694,1009,04 31 55 09 21,en ligne,https://www.coursera.org/learn/trabaja-inteligentemente
694,1013,07 72 98 41 44,en ligne,https://www.coursera.org/learn/tdah
694,997,01 21 94 43 00,en ligne,https://www.coursera.org/learn/impactinvestinginnover
702,1013,07 76 22 89 70,en ligne,https://www.coursera.org/learn/enfant-developpement
702,1009,01 23 73 98 44,en ligne,https://www.coursera.org/learn/project-management-basics-fr
702,1062,07 01 93 26 51,en ligne,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success
702,1062,01 04 47 17 01,en ligne,https://www.coursera.org/learn/interpersonal-skills
702,1062,05 01 81 93 31,en ligne,https://www.coursera.org/learn/collaborate-effectively
702,1015,01 28 21 11 40,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
702,999,06 43 96 28 73,en ligne,https://www.coursera.org/learn/motivate-people-teams
702,1027,03 91 78 70 85,en ligne,https://www.coursera.org/specializations/wharton-success
702,1023,02 65 41 52 95,en ligne,https://www.coursera.org/learn/feedback
702,1027,02 31 84 12 13,en ligne,https://www.coursera.org/learn/wharton-success
702,997,06 92 28 02 43,en ligne,https://www.coursera.org/learn/reussir-le-changement
702,997,03 02 71 78 33,en ligne,https://www.coursera.org/learn/impactinvestinginnover
721,1002,04 59 26 62 22,en ligne,https://www.coursera.org/professional-certificates/gestion-de-projet-google
721,997,06 21 34 15 69,en ligne,https://www.coursera.org/learn/reussir-le-changement
721,1062,06 79 89 33 99,en ligne,https://www.coursera.org/learn/interpersonal-skills
721,1092,06 72 13 18 01,en ligne,https://www.coursera.org/learn/mindshift
721,1015,01 07 54 90 16,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
721,1016,02 98 56 99 66,en ligne,https://www.coursera.org/specializations/adapting-career-development
721,999,06 47 17 05 91,en ligne,https://www.coursera.org/specializations/good-with-words
721,1010,03 82 00 48 09,en ligne,https://www.coursera.org/projects/assimilating-into-your-new-job
721,997,03 38 29 55 07,en ligne,https://www.coursera.org/learn/impactinvestinginnover
721,1009,07 65 31 44 40,en ligne,https://www.coursera.org/specializations/exito-profesional
721,997,04 93 72 14 14,en ligne,https://www.coursera.org/learn/partenariats-qui-changent-le-monde
721,1027,07 24 26 71 62,en ligne,https://www.coursera.org/specializations/wharton-success
731,1045,07 22 16 81 97,en ligne,https://www.coursera.org/specializations/organizational-leadership
731,1009,03 30 91 34 26,en ligne,https://www.coursera.org/learn/project-management-basics-fr
731,1095,01 60 50 26 95,en ligne,https://www.coursera.org/specializations/strategic-leadership-impact-change-decision-making
731,1029,04 23 48 82 40,en ligne,https://www.coursera.org/specializations/organizational-leadership-in-diversity-equity-and-inclusion
731,1096,07 64 30 52 95,en ligne,https://www.coursera.org/learn/learning-and-development
731,999,02 49 31 11 95,en ligne,https://www.coursera.org/specializations/leading-teams
731,997,06 04 68 14 92,en ligne,https://www.coursera.org/learn/reussir-le-changement
731,1029,03 61 51 77 02,en ligne,https://www.coursera.org/specializations/leadership-development-engineers
731,997,04 31 81 95 24,en ligne,https://www.coursera.org/learn/impactinvestinginnover
731,999,03 45 08 60 52,en ligne,https://www.coursera.org/learn/motivate-people-teams
731,1043,05 34 15 20 25,en ligne,https://www.coursera.org/learn/ai-for-everyone-fr
731,997,04 94 16 94 51,en ligne,https://www.coursera.org/specializations/impact-investing
745,1004,04 88 05 48 45,en ligne,https://www.coursera.org/learn/hablar-bien-en-publico
745,1035,04 82 83 09 40,en ligne,https://www.coursera.org/learn/finding-your-professional-voice
745,1032,05 42 97 25 67,en ligne,https://www.coursera.org/professional-certificates/marketing-en-redes-sociales-de-facebook
745,1002,02 69 97 23 68,en ligne,https://www.coursera.org/professional-certificates/diseno-de-experiencia-del-usuario-ux-de-google
745,1013,07 03 70 30 42,en ligne,https://www.coursera.org/learn/esprit-critique
745,997,07 11 34 93 11,en ligne,https://www.coursera.org/learn/evaluation-mesure-impact-social
745,1097,01 91 12 72 94,en ligne,https://www.coursera.org/professional-certificates/adobe-content-creator
745,1024,06 71 08 70 34,en ligne,https://www.coursera.org/learn/speak-english-professionally
745,1015,04 60 32 31 99,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
745,997,04 71 50 26 62,en ligne,https://www.coursera.org/learn/innovation-publique-pensee-design
745,1002,02 41 60 47 62,en ligne,https://www.coursera.org/learn/ux-design-jobs
745,1014,02 73 25 48 87,en ligne,https://www.coursera.org/learn/entreprendre-culture
751,1039,07 50 76 74 77,en ligne,https://www.coursera.org/learn/etudier-en-france
751,1039,05 98 12 20 42,en ligne,https://www.coursera.org/learn/comprendre-la-france-advanced-french-language-culture-c1-c2
751,999,05 49 71 82 37,en ligne,https://www.coursera.org/specializations/good-with-words
751,1013,03 76 21 90 87,en ligne,https://www.coursera.org/learn/russian-water-management
751,1024,07 74 56 08 77,en ligne,https://www.coursera.org/specializations/improve-english
751,1013,04 91 61 60 53,en ligne,https://www.coursera.org/learn/troubles-spectre-autisme-diagnostic
751,1015,06 58 19 18 53,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
751,1004,06 04 77 80 52,en ligne,https://www.coursera.org/learn/correccion-estilo-variaciones
751,997,05 30 40 29 05,en ligne,https://www.coursera.org/learn/reussir-le-changement
751,997,07 01 14 23 73,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
751,1040,07 21 23 30 02,en ligne,https://www.coursera.org/learn/english-common-interactions-workplace-basic-level
751,1013,04 66 59 37 61,en ligne,https://www.coursera.org/learn/genre
759,997,04 60 67 70 81,en ligne,https://www.coursera.org/learn/fondamentaux-negociation
759,1004,06 63 31 68 62,en ligne,https://www.coursera.org/learn/hablar-bien-en-publico
759,1035,04 45 61 37 23,en ligne,https://www.coursera.org/learn/finding-your-professional-voice
759,997,04 02 36 96 19,en ligne,https://www.coursera.org/learn/reussir-le-changement
759,1024,03 74 64 38 88,en ligne,https://www.coursera.org/specializations/improve-english
759,1040,06 55 87 94 70,en ligne,https://www.coursera.org/learn/english-common-interactions-workplace-basic-level
759,1024,03 15 70 19 50,en ligne,https://www.coursera.org/learn/speak-english-professionally
759,1027,04 05 81 94 13,en ligne,https://www.coursera.org/learn/wharton-communication-skills
759,1015,01 81 60 82 28,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
759,1030,01 69 10 59 94,en ligne,https://www.coursera.org/learn/communication-strategies-virtual-age
759,1014,03 23 90 64 05,en ligne,https://www.coursera.org/learn/entreprendre-culture
759,997,06 56 37 18 26,en ligne,https://www.coursera.org/learn/raison-etre-et-entreprise-a-mission
766,1035,05 60 90 13 74,en ligne,https://www.coursera.org/learn/finding-your-professional-voice
766,1015,01 23 37 01 77,en ligne,https://www.coursera.org/learn/apprendre-comment-apprendre
766,1044,02 24 44 44 79,en ligne,https://www.coursera.org/specializations/prompt-engineering-for-educators
766,997,01 58 77 01 60,en ligne,https://www.coursera.org/learn/impactinvestinginnover
766,997,07 62 79 13 77,en ligne,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse
766,997,01 26 92 25 48,en ligne,https://www.coursera.org/learn/reussir-le-changement
766,1014,03 60 39 65 58,en ligne,https://www.coursera.org/learn/entreprendre-culture
766,1040,02 23 42 48 18,en ligne,https://www.coursera.org/learn/english-common-interactions-workplace-basic-level
766,1039,06 48 41 28 78,en ligne,https://www.coursera.org/learn/recherche-documentaire
766,1009,07 25 68 18 87,en ligne,https://www.coursera.org/learn/project-planning-fr
766,999,02 06 61 46 81,en ligne,https://www.coursera.org/specializations/good-with-words
766,1015,01 02 24 38 69,en ligne,https://www.coursera.org/learn/learning-how-to-learn
